"","release","book","chapter","page","chapter_num","page_num"
"796","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"797","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"798","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"799","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"800","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"801","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.1 Models with Two Explanatory Variables",13,1
"802","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.2 Visualizing Price = Home Size + Neighborhood",13,2
"803","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.3 Specifying and Fitting a Multivariate Model",13,3
"804","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.4 Interpreting the Parameter Estimates for a Multivariate Model",13,4
"805","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.5 Predictions from the Multivariate Model",13,5
"806","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.6 Using Residuals and Sums of Squares to Measure Error Around the Multivariate Model",13,6
"807","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.7 Using Venn Diagrams to Conceptualize Sums of Squares, PRE, and F",13,7
"808","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.8 The Logic of Inference with the Multivariate Model",13,8
"809","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.9 Using the Sampling Distribution of F",13,9
"810","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.1 Targeted Model Comparisons",14,1
"811","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.2 Sums of Squares for Targeted Model Comparisons",14,2
"812","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.3 PRE and F for Targeted Model Comparisons",14,3
"813","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.4 Inference for Targeted Model Comparisons",14,4
"814","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.5 Using `shuffle()` for Targeted Model Comparisons (Part 1)",14,5
"815","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.6 Using `shuffle()` for Targeted Model Comparisons (Part 2)",14,6
"816","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.7 Deciding Which Predictors to Include in a Model",14,7
"817","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.8 Models with Multiple Categorical Predictors",14,8
"818","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.9 Error and Inference from Models with Multiple Categorical Predictors",14,9
"819","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.10 Models with Multiple Quantitative Predictors",14,10
"820","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.1 Dogs in the Emergency Room",15,1
"821","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.2 Additive versus Non-Additive Models",15,2
"822","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.3 Representing the Interaction Model in GLM Notation",15,3
"823","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.4 Interpreting Parameter Estimates for the Interaction Model",15,4
"824","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.5 Making Parameter Estimates More Meaningful in Interaction",15,5
"825","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.6 Centering a Quantitative Predictor at 0",15,6
"826","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.7 Comparing the Interaction Model to the Additive Model (Part 1)",15,7
"827","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.8 Comparing the Interaction Model to the Additive Model (Part 2)",15,8
"828","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.1 Interactions with Two Quantitative Predictors",16,1
"829","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.2 Fitting and Visualizing an Interaction Model with Two Quantitative Predictors",16,2
"830","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.3 Interpreting Parameter Estimates of Interaction Models with Two Quantitative Predictors",16,3
"831","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.4 Comparing the Interaction Model to the Additive Model with Two Quantitative Predictors",16,4
"832","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.5 Interactions with Two Categorical Predictors",16,5
"833","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.6 Predictions of the Interaction Model with Two Categorical Predictors",16,6
"834","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.7 Visually Comparing the Interaction Model to the Additive Model with Two Categorical Predictors",16,7
"835","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 16 - More Models with Interactions","16.8 Thinking of Factorial Models in Terms of Intercepts and Slopes",16,8
"836","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"837","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"838","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"839","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"840","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"841","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"842","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"843","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"844","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"845","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"846","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"847","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12
"848","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13
"849","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"850","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"851","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"852","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"853","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"854","v5.1.1","College / Advanced Statistics and Data Science (ABCD)","Chapter 14 - Multivariate Model Comparisons","14.11 Error and Inference from Models with Multiple Quantitative Predictors",14,11
"855","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.1 Welcome to Statistics",1,1
"856","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.2 What is Understanding?",1,2
"857","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.3 Doing Statistics with R",1,3
"858","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.4 Introduction to R Functions",1,4
"859","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.5 Save Your Work in R Objects",1,5
"860","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.6 Goals of This Course",1,6
"861","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.1 Starting with a Bunch of Numbers",2,1
"862","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.2 From Numbers to Data",2,2
"863","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.3 A Data Frame Example: MindsetMatters",2,3
"864","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.4 Measurement",2,4
"865","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.5 Measurement (Continued)",2,5
"866","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.6 Sampling from a Population",2,6
"867","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.7 The Structure of Data",2,7
"868","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.8 Manipulating Data",2,8
"869","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.9 Summary",2,9
"870","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.1 The Concept of Distribution",3,1
"871","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.2 Visualizing Distributions with Histograms",3,2
"872","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.3 Shape, Center, Spread, and Weird Things",3,3
"873","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.4 The Data Generating Process",3,4
"874","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.5 The Back and Forth Between Data and the DGP",3,5
"875","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.6 The Back and Forth Between Data and the DGP (Continued)",3,6
"876","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.7 The Five-Number Summary",3,7
"877","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.8 Boxplots and the Five-Number Summary",3,8
"878","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.9 Exploring Variation in Categorical Variables",3,9
"879","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.1 Welcome to Explaining Variation",4,1
"880","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.2 Explaining One Variable with Another",4,2
"881","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.3 Outcome and Explanatory Variables",4,3
"882","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.4 More Ways to Visualize Relationships: Point and Jitter Plots",4,4
"883","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.5 Even More Ways: Putting these Plots Together",4,5
"884","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.6 Representing Relationships Among Variables",4,6
"885","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.7 Sources of Variation",4,7
"886","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.8 Randomness",4,8
"887","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.9 From Categorical to Quantitative Explanatory Variables",4,9
"888","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.10 Quantitative Explanatory Variables",4,10
"889","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.1 What is a Model, and Why Would We Want One?",5,1
"890","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.2 Modeling a Distribution as a Single Number",5,2
"891","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.3 Median vs. Mean as a Model",5,3
"892","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.4 Exploring the Mean",5,4
"893","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.5 Fitting the Empty Model",5,5
"894","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.6 Generating Predictions from the Empty Model",5,6
"895","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.7 Thinking About Error",5,7
"896","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.8 The World of Mathematical Notation",5,8
"897","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.9 DATA = MODEL + ERROR: Notation",5,9
"898","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.10 Summarizing Where We Are",5,10
"899","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.1 Quantifying Total Error Around a Model",6,1
"900","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.2 The Beauty of Sum of Squares",6,2
"901","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.3 Variance",6,3
"902","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.4 Standard Deviation",6,4
"903","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.5 Z-Scores",6,5
"904","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.6 Interpreting and Using Z-Scores",6,6
"905","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.7 Modeling the Shape of the Error Distribution",6,7
"906","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.8 Modeling Error with the Normal Distribution",6,8
"907","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.9 Using the Normal Model to Make Predictions",6,9
"908","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.10 Getting Familiar with the Normal Distribution",6,10
"909","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.1 Explaining Variation",7,1
"910","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.2 Using R to Fit the Group Model",7,2
"911","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.3 GLM Notation for the Group Model",7,3
"912","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.4 How the Model Makes Predictions",7,4
"913","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.5 Error Leftover From the Group Model",7,5
"914","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.6 Graphing Residuals From the Model",7,6
"915","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.7 Error Reduced by the Group Model",7,7
"916","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.8 Using SS Error to Compare Group to Empty Model",7,8
"917","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.9 Partitioning Sums of Squares into Model and Error",7,9
"918","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.10 Using Proportional Reduction in Error (PRE) to Compare Two Models",7,10
"919","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.1 Extending to a Three-Group Model",8,1
"920","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.2 Fitting and Interpreting the Three-Group Model",8,2
"921","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.3 Comparing the Fit of the Two- and Three-Group Models",8,3
"922","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.4 The F Ratio",8,4
"923","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.5 Modeling the DGP",8,5
"924","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.6 Using Shuffle to Compare Models of the DGP",8,6
"925","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.7 Measures of Effect Size",8,7
"926","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.1 Using a Quantitative Explanatory Variable in a Model",9,1
"927","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.2 Specifying the Height Model with GLM Notation",9,2
"928","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.3 Interpreting the Parameter Estimates for a Regression Model",9,3
"929","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.4 Comparing Regression Models to Group Models",9,4
"930","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.5 Error from the Height Model",9,5
"931","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.6 Sums of Squares in the ANOVA Table",9,6
"932","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.7 Assessing Model Fit with PRE and F",9,7
"933","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.8 Correlation",9,8
"934","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.9 More on Pearson's R",9,9
"935","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.10 Using Shuffle to Interpret the Slope of a Regression Line",9,10
"936","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.1 The Problem of Inference",10,1
"937","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.2 Constructing a Sampling Distribution",10,2
"938","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.3 Exploring the Sampling Distribution of b1",10,3
"939","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.4 The p-Value",10,4
"940","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.5 A Mathematical Model of the Sampling Distribution of b1",10,5
"941","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.6 Things That Affect p-Value",10,6
"942","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 10 - The Logic of Inference","10.7 Hypothesis Testing for Regression Models",10,7
"943","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.1 From Hypothesis Testing to Confidence Intervals",12,1
"944","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.2 Using Bootstrapping to Calculate the 95% Confidence Interval",12,2
"945","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.3 Shuffle, Resample, and Standard Error",12,3
"946","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.4 Interpreting the Confidence Interval",12,4
"947","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.5 Confidence Intervals for Other Parameters",12,5
"948","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 12 - Parameter Estimation and Confidence Intervals","12.6 What Affects the Width of the Confidence Interval",12,6
"949","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.11 Research Design",4,11
"950","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.12 Considering Randomness as a Possible DGP",4,12
"951","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.13 Shuffling Can Help Us Understand Real Data Better",4,13
"952","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.14 Quantifying the Data Generating Process",4,14
"953","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.11 The Empirical Rule",6,11
"954","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.12 Next Up: Explaining Error",6,12
"955","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.11 Limitations to Keep in Mind",9,11
"956","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.1 Moving Beyond b1",11,1
"957","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.2 Sampling Distributions of PRE and F",11,2
"958","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.3 The Sampling Distribution of F",11,3
"959","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.4 The F-Distribution: A Mathematical Model of the Sampling Distribution of F",11,4
"960","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.5 Using F to Test a Regression Model",11,5
"961","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.6 Type I and Type II Error",11,6
"962","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.7 Using F to Compare Multiple Groups",11,7
"963","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 11 - Model Comparison with F","11.8 Pairwise Comparisons",11,8
"964","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.1 Models with Two Explanatory Variables",13,1
"965","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 1 - Welcome to Statistics: A Modeling Approach","1.7 Chapter 1 Review Questions",1,7
"966","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.10 Chapter 2 Review Questions",2,10
"967","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.10 Chapter 3 Review Questions",3,10
"968","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 2 - Understanding Data","2.11 Chapter 2 Review Questions 2",2,11
"969","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 3 - Examining Distributions","3.11 Chapter 3 Review Questions 2",3,11
"970","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 8 - Digging Deeper into Group Models","8.8 Chapter 8 Review Questions",8,8
"971","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.15 Chapter 4 Review Questions",4,15
"972","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 4 - Explaining Variation","4.16 Chapter 4 Review Questions 2",4,16
"973","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.11 Chapter 5 Review Questions",5,11
"974","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 5 - A Simple Model","5.12 Chapter 5 Review Questions 2",5,12
"975","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.13 Chapter 6 Review Questions",6,13
"976","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 6 - Quantifying Error","6.14 Chapter 6 Review Questions 2",6,14
"977","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 7 - Adding an Explanatory Variable to the Model","7.11 Chapter 7 Review Questions ",7,11
"978","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.12 Chapter 9 Review Questions",9,12
"979","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 9 - Models with a Quantitative Explanatory Variable","9.13 Chapter 9 Review Questions 2",9,13
"980","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.7 Comparing the Interaction Model to the Additive Model (Part 1)",15,7
"981","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.8 Comparing the Interaction Model to the Additive Model (Part 2)",15,8
"982","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.3 Representing the Interaction Model in GLM Notation",15,3
"983","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 15 - Models with Interactions","15.4 Interpreting Parameter Estimates for the Interaction Model",15,4
"984","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.2 Visualizing Price = Home Size + Neighborhood",13,2
"985","v5.0","College / Advanced Statistics and Data Science (ABCD)","Chapter 13 - Introduction to Multivariate Models","13.3 Specifying and Fitting a Multivariate Model",13,3
