"","book","release","chapter","page","variable_name","old_name","order","vector","item_id","lrn_question_reference","lrn_activity_reference","lrn_question_position","item_type","lrn_type","prompt","lrn_option_0","lrn_option_1","lrn_option_2","lrn_option_3","lrn_option_4","lrn_option_5","lrn_option_6","lrn_option_7","lrn_option_8","lrn_option_9","lrn_option_10","lrn_option_11"
"65","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost2_4",NA,1,FALSE,"Post_Cost","e2460ac6-1f09-4484-9b5d-5af7787daa2a","Post_Survey_0722",NA,"learnosity-activity","mcq","I have to give up too much to do well in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"66","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","cost3_4",NA,1,FALSE,"Post_Cost","79c9f908-9697-4233-9c5a-13bdc6d2dc4d","Post_Survey_0722",NA,"learnosity-activity","mcq","This course is too stressful for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"67","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","feat_class",NA,1,FALSE,"Post_Course","a1bcdb00-538e-4b83-8580-160dc9fd265c","Post_Survey_0722",NA,"learnosity-activity","mcq","Time spent in class","Not at all important","Slightly important","Moderately important","Very important","Extremely important","",NA,"","",NA,NA,NA
"68","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","feat_peers",NA,1,FALSE,"Post_Course","551625cd-f59c-403f-b434-0b0c3fe5755f","Post_Survey_0722",NA,"learnosity-activity","mcq","Time studying with other students","Not at all important","Slightly important","Moderately important","Very important","Extremely important","",NA,"","",NA,NA,NA
"69","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","feat_r",NA,1,FALSE,"Post_Course","36e491ed-3296-4ad7-be21-bd8656343746","Post_Survey_0722",NA,"learnosity-activity","mcq","R coding exercises","Not at all important","Slightly important","Moderately important","Very important","Extremely important","",NA,"","",NA,NA,NA
"70","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","feat_text",NA,1,FALSE,"Post_Course","45460411-49c6-44fa-8065-6c4348796263","Post_Survey_0722",NA,"learnosity-activity","mcq","The online textbook","Not at all important","Slightly important","Moderately important","Very important","Extremely important","",NA,"","",NA,NA,NA
"71","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp1_4",NA,1,FALSE,"Post_Expectancy","33987937-6f73-487e-a752-2f8019689559","Post_Survey_0722",NA,"learnosity-activity","mcq","I am confident I can learn the material in this course.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"72","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","exp2_4",NA,1,FALSE,"Post_Expectancy","cba09647-28a4-473f-a22c-953bf5858aaf","Post_Survey_0722",NA,"learnosity-activity","mcq","I expect to do well in this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"73","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","im1_4",NA,1,FALSE,"Post_Instructor","c4f96534-042e-4f3f-a653-a2f0ce62dae5","Post_Survey_0722",NA,"learnosity-activity","mcq","My instructor seems to believe that students have a certain amount of intelligence, and they really can't do much to change it.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"74","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","im2_4",NA,1,FALSE,"Post_Instructor","5cf1fb3d-de17-4877-99c1-7c8abef4d624","Post_Survey_0722",NA,"learnosity-activity","mcq","My instructor seems to believe that students can learn new things, but they can't really change their basic intelligence.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"75","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f1_4",NA,1,FALSE,"Post_Intent_2","5e29063d-c8fe-4716-81df-33e89f3911b4","Post_Survey_0722",NA,"learnosity-activity","mcq","I look forward to learning more about math, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"76","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f2_4",NA,1,FALSE,"Post_Intent_2","c2aaff6f-d073-4d5d-ba10-bab3f967fbfc","Post_Survey_0722",NA,"learnosity-activity","mcq","I want to take more math, statistics, or data science classes in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"77","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","f3_4",NA,1,FALSE,"Post_Intent_2","ad03d313-658a-4c02-b471-c01b9bd6ed9d","Post_Survey_0722",NA,"learnosity-activity","mcq","I would be interested in having a job someday that involves things like math, science, statistics, or data science.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"78","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","ms1_4",NA,1,FALSE,"Post_Mindset","5a34a9ee-5a36-4fdb-a613-5623d5a34638","Post_Survey_0722",NA,"learnosity-activity","mcq","You can learn new things, but you can't really change your basic math ability.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"79","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","ms2_4",NA,1,FALSE,"Post_Mindset","b20a2494-e3f9-4e58-8ed4-b421afecbb6c","Post_Survey_0722",NA,"learnosity-activity","mcq","My math ability is something about me that I can't change very much.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"80","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","sent_pro_4",NA,1,FALSE,"Post_Programming","0f4919ec-1655-43ae-a6c8-153524d4f4bb","Post_Survey_0722",NA,"learnosity-activity","mcq","In this course, you used R (a programming language) to analyze data. How do you feel about this now?","Strongly negative","Negative","Somewhat negative","Somewhat positive","Positive","Strongly positive",NA,"","",NA,NA,NA
"81","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","si_4",NA,1,FALSE,"Post_Programming","4fa868f1-040e-491d-8d18-aab1061c854c","Post_Survey_0722",NA,"learnosity-activity","mcq","I think statistics and data science is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"82","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_d1_4",NA,1,FALSE,"Post_Values1","9f34a2fe-3912-4edc-a5f0-4024de7eb95a","Post_Survey_0722",NA,"learnosity-activity","mcq","What we learn in this class is relevant to my everyday life.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"83","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_f1_4",NA,1,FALSE,"Post_Values1","ea539040-13a5-49bf-a35b-fee26530a8cb","Post_Survey_0722",NA,"learnosity-activity","mcq","What I'm learning in this class will be useful in the future.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"84","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv_j1_4",NA,1,FALSE,"Post_Values1","43c5410d-c22c-459b-a991-daede2991ca7","Post_Survey_0722",NA,"learnosity-activity","mcq","Good grades in this class will improve my job and career chances.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"85","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","uv1_4",NA,1,FALSE,"Post_Values1","3583784c-9a24-43c5-9277-8086698674c6","Post_Survey_0722",NA,"learnosity-activity","mcq","This class is useful.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"86","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","ia1_4",NA,1,FALSE,"Post_Values2","c26c6c05-fbb2-45c7-b943-17493df3ecbd","Post_Survey_0722",NA,"learnosity-activity","mcq","Performing well in this class is important to me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"87","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv1_4",NA,1,FALSE,"Post_Values2","aca3f900-e665-4438-9968-31861c6f7f25","Post_Survey_0722",NA,"learnosity-activity","mcq","I think this class is interesting.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"88","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","iv2_4",NA,1,FALSE,"Post_Values2","ef7e1b70-47fa-4177-9381-1e8a340a3d9f","Post_Survey_0722",NA,"learnosity-activity","mcq","I like this class.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"89","College / Statistics and Data Science (ABC)","v4.0","Finishing Up (Don't Skip This Part!)","End of Course Survey (Required)","pi1_4",NA,1,FALSE,"Post_Values2","dce81620-f7de-437d-83fb-38128b2c6ac3","Post_Survey_0722",NA,"learnosity-activity","mcq","This class is important to me personally.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"90","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","mem_1",NA,1,FALSE,"Pre_Attitudes","906db5dc-f160-4c82-9174-5d9f93368ebe","Pre_Survey_0722",NA,"learnosity-activity","mcq","I expect this course will require a lot of memorization.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"91","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","bcol1_1",NA,1,FALSE,"Pre_Belonging1","f194286a-2ed9-496b-8ca0-523aff604f56","Pre_Survey_0722",NA,"learnosity-activity","mcq","I feel like this school is a good fit for me.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"92","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","bun2_1",NA,1,FALSE,"Pre_Belonging1","bd3e2eaf-840f-42e8-8596-ec17155fe80e","Pre_Survey_0722",NA,"learnosity-activity","mcq","Sometimes I feel that I belong at this school, and sometimes I feel that I don't belong at this school.","Strongly disagree","Disagree","Slightly disagree","Slightly agree","Agree","Strongly agree",NA,"","",NA,NA,NA
"93","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","cs_prep",NA,1,FALSE,"Pre_CollegeOnly_v2","a2e9bcd3-87a4-4dfc-9be9-1cb09b16280b","Pre_Survey_0722",NA,"learnosity-activity","mcq","Have you had experience with computer programming before?","No","Not a formal course, but I have tried programming on my own","Yes, I have used computer programming in a non-programming course","Yes, I have taken a computer programming class.","","",NA,"","",NA,NA,NA
"94","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ed_status",NA,1,FALSE,"Pre_CollegeOnly_v2","70e2e779-01c2-469f-bcc1-c90a074f8078","Pre_Survey_0722",NA,"learnosity-activity","mcq","<p><strong>If you are NOT taking this course through a college or university, please skip the remaining questions and&nbsp;click the SUBMIT button&nbsp;to the right. Otherwise, please complete this last page of questions.</strong></p>


<p>Which of the following describes you?</p>","I am a student at a community college.","I am a student at a four-year college/university and transferred from a community college.","I am a student at a four-year college/university and began here as a freshman.","None of the above","","",NA,"","",NA,NA,NA
"95","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","finances",NA,1,FALSE,"Pre_CollegeOnly_v2","ad3ae887-ac4e-40bb-9e0d-0ba92e49ca47","Pre_Survey_0722",NA,"learnosity-activity","mcq","How would you describe your current financial circumstances, in general.","I cannot make ends meet.","I am barely making it.","I am breaking even.","I have extra money after paying the bills.","I do not have to worry about money.","",NA,"","",NA,NA,NA
"96","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_country",NA,1,FALSE,"Pre_CollegeOnly_v2","f24317e9-e16f-4087-8149-3a6644a6d4ca","Pre_Survey_0722",NA,"learnosity-activity","shorttext","If you did not graduate high school in the U.S., in what country did you graduate high school?","","","","","","",NA,"","",NA,NA,NA
"97","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","hs_usa",NA,1,FALSE,"Pre_CollegeOnly_v2","69909d9c-a535-4178-8fa2-9b4f700bf40e","Pre_Survey_0722",NA,"learnosity-activity","mcq","Did you graduate high school in the U.S.?","Yes","No","","","","",NA,"","",NA,NA,NA
"98","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ma_perf",NA,1,FALSE,"Pre_CollegeOnly_v2","ebedbca0-b3bc-411a-8830-b1f499405303","Pre_Survey_0722",NA,"learnosity-activity","mcq","How well have you done in mathematics courses you have taken in the past?","Not at all well","Slightly well","Moderately well","Very well","Extremely well","",NA,"","",NA,NA,NA
"99","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","major",NA,1,FALSE,"Pre_CollegeOnly_v2","fca38dfa-fe5a-4362-8bba-8deddfdda7e5","Pre_Survey_0722",NA,"learnosity-activity","shorttext","What is your major?","","","","","","",NA,"","",NA,NA,NA
"100","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ra_help1_1",NA,1,FALSE,"Pre_CollegeOnly_v2","9afc8631-cd51-4909-adb5-0ddcfb304847","Pre_Survey_0722",NA,"learnosity-activity","rating","Help my family out after I'm done with college","","","","","","",NA,"","",NA,NA,NA
"101","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ra_help2_1",NA,1,FALSE,"Pre_CollegeOnly_v2","573d7fc1-6b98-4d8c-8b5a-524b53d6777e","Pre_Survey_0722",NA,"learnosity-activity","rating","Give back to my community","","","","","","",NA,"","",NA,NA,NA
"102","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ra_help3_1",NA,1,FALSE,"Pre_CollegeOnly_v2","75ad80ae-19be-4bdd-a9e3-f7ade5ae0823","Pre_Survey_0722",NA,"learnosity-activity","rating","Provide a better life for my own children","","","","","","",NA,"","",NA,NA,NA
"103","College / Statistics and Data Science (ABC)","v4.0","Getting Started (Don't Skip This Part)","Student Survey (REQUIRED)","ra_ind1_1",NA,1,FALSE,"Pre_CollegeOnly_v2","10265289-f2f9-4e57-9be1-a4c1c8616d14","Pre_Survey_0722",NA,"learnosity-activity","rating","<p>There are many reasons people attend college. Please read the list of possible motivating factors below. Then, indicate the number that best represents the importance of each motive to you,&nbsp;with 1 being not important at all to 7 being extremely important.</p>


<p>I am motivated to attend college because I want to...</p>


<p>Explore new interests</p>","","","","","","",NA,"","",NA,NA,NA
